سورہ نمبر,فعل (Verb),معنی (Meaning),حروف اصلی (Root Letters),مادہ/اصل کے مختلف اردو معانی,اردو میں مستعمل لفظ/جملے,عربی مثال,ترجمہ (مثال کا),صرفی و نحوی وضاحت
48,تَجِدَ,تم پاؤ گے,وجد,پایا، ملا، چھان بین کیا,پانا، ملنا، حاصل کرنا,أنت تجد الحقيقة,تم حقیقت کو پاؤ گے,فعل مضارع، معروف، صیغہ دوم مذکر واحد، منصوب
48,كَفَّ,جس نے روک دیا,كفف,تمام، مکمل، سب,روکنا، باز رکھنا، منع کرنا,كف الطفل عن البكاء,بچے نے رونے سے روک دیا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
48,يَبْلُغَ,پہنچیں,بلغ,پہنچنا، مکمل کرنا، اطلاع دینا,پہنچنا، رسائی حاصل کرنا,يبلغ الرجل المكان,آدمی جگہ تک پہنچ جاتا ہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، منصوب
48,يَشَآءُ,چاہے,شيأ,چیز، شے، مواد,چاہنا، خواہش کرنا، ارادہ کرنا,يشاء الله ما يريد,اللہ وہ چاہتا ہے جو چاہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مرفوع
48,جَعَلَ,بٹھا لی,جعل,بنانا، تشکیل دینا، ڈالنا,بنانا، تشکیل دینا، مواد کو ترتیب دینا,جَعَلَ الله الإنسان من طين,اللہ نے انسان کو مٹی سے بنایا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
48,صَدَقَ,سچ کر دکھایا,صدق,سچائی، ایمانداری، خلوص,سچائی بیان کرنا، حقیقت کا اعتراف کرنا، ایمانداری کا اظہار کرنا,صدق في كلامه وعمله,وہ اپنے الفاظ اور عمل میں سچ فرمایا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
48,شَآءَ,چاہا,شيأ,چیز، شے، مواد,چاہنا، ارادہ کرنا، خواہش کرنا,شَآءَ أن يذهب إلى السوق,اس نے بازار جانے کا ارادہ کیا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
48,أَرْسَلَ,جس نے بھیجا,رسل,پیغمبر، رسول، اللہ کا بھیجا ہوا,بھیجنا، رسائی کرنا، مبعوث کرنا,أرسل الرسالة.,اس نے پیغام بھیج دیا.,فعل ماضی، معروف، صیغہ سوم مذکر واحد
48,أَخْرَجَ,جس نے نکالی,خرج,نکلنا، باہر نکلنا، خارج کرنا,نکالنا، باہر کرنا، ختم کرنا,أَخْرَجَ الكتاب من الشنطة,اس نے کتاب بیگ سے نکال دی,فعل ماضی، معروف، صیغہ سوم مذکر واحد
48,يُعْجِبُ,خوش کرتی ہے,عجب,عجب، حیرت، تعجب,متاثر کرنا، خوش کرنا، حیرت میں ڈالنا,تعجبه الطبيعة كلما يراها,وہ ہر بار جب طبیعت کو دیکھتا ہے تو خوش ہوتا ہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مرفوع
48,وَعَدَ,وعدہ کیا,وعد,وعدہ، عہد، پکا وعدہ,وعدہ کرنا، عہد کرنا,هو وعد بأن يأتي في الوقت المحدد,اس نے وعدہ کیا کہ وہ مقررہ وقت پر آئے گا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
49,تَحْبَطَ,ضائع ہوجائیں,حبط,ضائع ہونا,ضائع کرنا، برباد کرنا، ناکام کرنا,تحبط جميع محاولاته للنجاح,اس نے اپنی تمام کوششوں کو ناکام بنا دیا,فعل مضارع، معروف، منصوب
49,ٱمْتَحَنَ,جانچ لیا,محن,,آزمانا، جانچنا، تجربہ کرنا,امتحن الطالب قبل الامتحان النهائي,اس نے طالب علم کو آخری امتحان سے پہلے آزما لیا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
49,تَخْرُجَ,تم نکلو,خرج,نکلنا، باہر نکلنا، خارج کرنا,نکلنا، خارج ہونا، باہر آنا,تخرج من الغرفة بعد الاجتماع,میٹنگ کے بعد کمرے سے باہر نکل گیا,فعل مضارع، معروف، صیغہ دوم مذکر واحد، منصوب
49,حَبَّبَ,دل پسند بنادیا,حبب,محبت کرنا، دل بھلانا، پسند کرنا,محبت کرنا، دل پسند کرنا، پیار کرنا,حبب الطفل في القراءة بسرعة,اس نے بچے کو پڑھنے میں تیزی سے دلچسپی دلوا دی,فعل ماضی، معروف، صیغہ سوم مذکر واحد
49,بَغَتْ,زیادتی کرے,بغي,زیادتی، غلطی، سرکشی,زیادتی کرنا، ظلم کرنا، جفا کرنا,بغت على الناس بلا سبب,بغیر وجہ لوگوں پر زیادتی کی,فعل ماضی، معروف
49,تَبْغِى,زیادتی کرے,بغي,زیادتی، غلطی، سرکشی,زیادتی کرنا، ظلم کرنا، جفا کرنا,تبغى على الضعفاء دائما,وہ ہمیشہ کمزوروں پر زیادتی کرتا ہے,فعل مضارع، معروف، مرفوع
49,تَفِىٓءَ,وہ پلٹ آئے,فيأ,واپسی، لوٹنا، رجوع کرنا,پلٹنا، واپس آنا، رجوع کرنا,تفيء إلى البيت بعد العمل,وہ کام کے بعد گھر واپس آتا ہے,فعل مضارع، معروف، منصوب
49,فَآءَتْ,وہ پلٹ آئے,فيأ,واپسی، لوٹنا، رجوع کرنا,پلٹنا، واپس آنا، رجوع کرنا,فاءت إلى البيت بعد العمل,وہ کام کے بعد گھر پلٹ آئی,فعل ماضی، معروف
49,يُحِبُّ,پسند کرتا ہے,حبب,محبت کرنا، دل بھلانا، پسند کرنا,محبت کرنا، پسند کرنا,يحب الطعام,وہ کھانا پسند کرتا ہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مرفوع
49,يَسْخَرْ,مذاق اڑائے,سخر,مسخر کرنا، تحقیر کرنا، ہنسی اڑانا,مذاق اڑانا، ٹھٹھا مارنا، ہنسی اڑانا,يسخر من الناس بلا سبب,وہ بغیر وجہ لوگوں کا مذاق اڑاتا ہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مجزوم
49,عَسَىٰٓ,ہوسکتا ہے,عسي,امید، خیال، شاید,قریب آنا، نزدیک ہونا، پاس آنا,الموعد اقترب,میعاد قریب آگئی,فعل ماضی، معروف، صیغہ سوم مذکر واحد
49,عَسَىٰٓ,ہوسکتا ہے,عسي,امید، خیال، شاید,قریب آنا، نزدیک ہونا، پاس آنا,الموعد اقترب,میعاد قریب آگئی,فعل ماضی، معروف، صیغہ سوم مذکر واحد
49,بِئْسَ,کتنا برا ہے,بأس,مصیبت، سختی، شدیدت,برا ہونا، ناخوشگوار ہونا، بری طرح,هو بئس الخبر,وہ خبر کتنی بری ہے,فعل ماضی، معروف، صیغہ سوم مذکر واحد
49,يَتُبْ,توبہ کرے,توب,توبہ کرنے والا، معافی مانگنے والا، لوٹ کر آنے والا,توبہ کرنا، رجوع کرنا، بدلنا,يتب إلى الله بعد الخطأ,غلطی کے بعد وہ اللہ کی طرف توبہ کرتا ہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مجزوم
49,يَغْتَب,غیبت کرے,غيب,غیبت، آدمی کی انمودگی، بھید، راز,غیبت کرنا، بہکانا، بدگوئی کرنا,يغتب عن الناس في غيابهم,وہ لوگوں کی غیبت کرتا ہے جب وہ موجود نہیں ہوتے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مجزوم
49,يَأْكُلَ,وہ کھائے,أكل,کھانا، تناول، خوراک,کھانا، تناول کرنا، تقسیم کرنا,يأكل الطعام بسرعة,وہ خوراک تیزی سے کھاتا ہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، منصوب
49,قَالَتِ,کہا,قول,بیان، اظہار، کہنا,کہنا، بولنا، بیان کرنا,قَالَتِ الحقيقة دائما,وہ ہمیشہ حقیقت کہتی ہے,فعل ماضی، معروف
49,قُل,کہہ دیجیے,قول,بیان، اظہار، کہنا,کہنا، بیان کرنا، بولنا,قل لهم الحق,انہیں حق بات کہہ دیجیے,فعل امر، معروف، صیغہ دوم مذکر واحد
49,يَدْخُلِ,داخل ہوا,دخل,داخل ہونا، اندر جانا، گھسنا,داخل ہونا، اندر جانا، شامل ہونا,يدخل البيت بعد العمل,وہ کام کے بعد گھر میں داخل ہوتا ہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مجزوم
49,قُلْ,کہہ دیجیے,قول,بیان، اظہار، کہنا,کہنا، بیان کرنا، بولنا,قل له أن يأتي,اسے کہ دو کہ وہ آئے,فعل امر، معروف، صیغہ دوم مذکر واحد
49,يَعْلَمُ,جانتا ہے,علم,علم، معرفت، شناخت,علم رکھنا، جاننا، سمجھنا,يعلم الطالب الدرس جيدا,طالب کو سبق اچھی طرح پتہ ہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مرفوع
49,قُل,کہہ دیجیے,قول,بیان، اظہار، کہنا,کہنا، بیان کرنا، بولنا,قل لهم الحق,انہیں حق بات کہہ دیجیے,فعل امر، معروف، صیغہ دوم مذکر واحد
49,يَمُنُّ,احسان کرتا ہے,منن,مہربانی، نعمت، احسان,احسان کرنا، مہربانی کرنا، فضل کرنا,هو يمن على الناس,وہ لوگوں پر احسان کرتا ہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مرفوع
49,يَعْلَمُ,جانتا ہے,علم,علم، معرفت، شناخت,علم رکھنا، جاننا، سمجھنا,يعلم الطالب الدرس جيدا,طالب کو سبق اچھی طرح پتہ ہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مرفوع
50,تَنقُصُ,کمی کرتی ہے,نقص,کم کرنا,کمی کرنا، تخفیف کرنا، گھٹانا,تنقص الأعمال بعد الإجهاد,وہ تھکاوٹ کے بعد کاموں میں کمی کرتی ہے,فعل مضارع، معروف، مرفوع
50,كَذَّبَتْ,جھٹلایا,كذب,جھوٹ، فریب، دھوکہ,جھوٹ بولنا، دھوکہ دینا، جھٹلانا,كَذَّبَتْ الأخبار,خبریں جھٹلائی گئیں,فعل ماضی، معروف
50,كَذَّبَ,جھٹلایا,كذب,جھوٹ، فریب، دھوکہ,جھٹلانا، جھوٹ بولنا، تردید کرنا,هو كذب على الجميع,وہ سب پر جھوٹ بولتا ہے,فعل ماضی، معروف، صیغہ سوم مذکر واحد
50,تُوَسْوِسُ,وسوسے آتے ہیں۔ کیا خیال آتے ہیں,وسوس,,وسوسہ ہونا، خیال آنا، گمان ہونا,الشيطان يوسوس في صدور الناس,شیطان لوگوں کے دلوں میں وسوسے ڈالتا ہے,فعل مضارع، معروف، مرفوع
50,يَتَلَقَّى,جا لیتے ہیں,لقي,ملاقات، سامنا، مقابلہ,ملاقات کرنا، رابطہ کرنا، مواجہہ کرنا,الطالب يتلقى المعرفة من المعلم,طالب علم استاد سے علم حاصل کرتا ہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، منصوب
50,يَلْفِظُ,بولتا,لفظ,,بولنا، کہنا، زبان سے نکالنا,الطفل يلفظ الكلمات بصعوبة,بچہ الفاظ کو مشکل سے بولتا ہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مرفوع
50,تَحِيدُ,تو بدکتا۔ تو بھاگتا,حيد,,بھاگنا، دوڑنا، فرار ہونا,الغزال تحيد من الأسد,ہرن شیر سے بھاگتا ہے,فعل مضارع، معروف، صیغہ دوم مذکر واحد، مرفوع
50,جَعَلَ,بنا لیا,جعل,بنانا، تشکیل دینا، ڈالنا,بنانا، تشکیل دینا، مواد کو ترتیب دینا,جَعَلَ الله الإنسان من طين,اللہ نے انسان کو مٹی سے بنایا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
50,قَالَ,کہے گا,قول,بیان، اظہار، کہنا,کہنا، بیان کرنا، بولنا,هو قال الحق,وہ نے سچ بولا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
50,كَانَ,وہ تھا,كون,ہونا، موجود ہونا، وجود میں آنا,ہونا، موجود ہونا، وجود میں آنا,كان الوالد في المنزل,والد گھر میں تھے,فعل ماضی، معروف، صیغہ سوم مذکر واحد
50,قَالَ,فرمائے گا,قول,بیان، اظہار، کہنا,کہنا، بیان کرنا، بولنا,هو قال الحق,وہ نے سچ بولا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
50,يُبَدَّلُ,بدلی جاتی,بدل,تبدیلی، بدل، ردو بدل,بدلنا، تبدیل کرنا، مبدل ہونا,الماء يُبَدَّلُ إلى بخار عند الغليان,پانی اُبالنے سے بھاپ میں بدل جاتا ہے,فعل مضارع، مجہول، صیغہ سوم مذکر واحد، مرفوع
50,نَقُولُ,ہم کہیں گے,قول,بیان، اظہار، کہنا,کہنا، بیان کرنا، اظہار کرنا,نقول الحق دائما,ہم ہمیشہ حق کہتے ہیں,فعل مضارع، معروف، صیغہ اول جمع، مرفوع
50,خَشِىَ,ڈرا,خشي,خوف، ڈر، بیم,ڈرنا، خوفزدہ ہونا، خوف کھانا,هو خشي الظلام,وہ اندھیرے سے ڈر گیا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
